"a","ه"
"bedâvet","بداوت"
"bedâyi'","بدایع"
"bedbaht","بدبخت"
"bedbîn","بدبين"
"bedbû","بدبو"
"bedcins","بدجنس"
"bedçeşm","بدچشم"
"beddil","بددل"
"bedduâ","بددعا"
"bedelât","بدلات"
"beden","بدن"
"bedendîş","بداندیش"
"bedenen","بدنا"
"bedestân","بزستان"
"bedevî","بدوی"
"bedeviyyet","بدویت"
"bedfercâm","بدفرجام"
"bedgû","بدگو"
"bedgüher","بدگهر"
"bedhâh","بدخواه"
"bedhû","بدخو"
"bedî'","بدیع"
"bedîa","بدیعه"
"bedîhe","بدیهه"
"bedîhî","بدیهی"
"bedkâr","بدکار"
"bedlikâ","بدلقا"
"bedmâye","بدمایه"
"bedmest","بدمست"
"bedmestî","بدمستی"
"bedmihr","بدمهر"
"bednâm","بدنام"
"bednigâh","بدنگاه"
"bednihâd","بدنهاد"
"bedr","بدر"
"bedre","بدره"
"bedreftâr","بدرفتار"
"bedreka","بدرقه"
"bedrûd","بدرود"
"bedsigâl","بدسگال"
"bedsîret","بدسيرت"
"bedsirişt","بدسرشت"
"bedter","بدتر"
"bedtıynet","بدطينت"
"bedzebân","بدزبان"
"bedzehre","بدزهره"
"beg","بك"
"begâyet","بغایت"
"beğ","بك"
"behâ","بها"
"behbûd","بهبود"
"behcet","بهجت"
"behem","بهم"
"behemehâl","بهه حال"
"beher","بهر"
"behic","بهيج"
"behîmî","بهيمی"
"behîmiyyet","بهيميت"
"behişt","بهشت"
"behiştî","بهشتی"
"behiyye","بهيه"
"behmân","بهمان"
"behre","بهره"
"behremend","بهرمند"
"beht","بهت"
"bekâ","بقا"
"bekâm","بکام"
"bekâya","بقایا"
"bekrî","بکری"
"beksimat","بکسمات"
"bel","بل"
"bel'","بلع"
"belâdet","بلادت"
"belâdîde","بلادیده"
"belâgat","بلاغت"
"belâhet","بلاهت"
"belâyâ","بلایا"
"belde","بلده"
"beled","بلد"
"beledî","بلدی"
"belediyye","بلدیه"
"belî","بلی"
"belîğ","بليغ"
"beliyyât","بليات"
"belki","بلکه"
"belût","بلوط"
"benâdir","بنادر"
"benâm","بنام"
"benân","بنان"
"benât","بنات"
"bend","بند"
"bende","بنده"
"bendegân","بندگان"
"bendegî","بندگی"
"bendehâne","بنده خانه"
"bender","بندر"
"bendergâh","بندرگاه"
"bendezâde","بنده زاده"
"benefşe","بنفشه"
"benefşî","بنفشی"
"beng","بنگ"
"bengî","بنگی"
"benî","بنی"
"bennâ","بناء"
"benû","بنو"
"ber","بر"
"berâber","برابر"
"berâberî","برابری"
"berâ'et","برائت"
"berâhîn","براهين"
"berâyı","برای"
"berbâd","برباد"
"bercâ","برجا"
"berceste","برجسته"
"berd","برد"
"berde","برده"
"berdevâm","بردوام"
"berdülacuz","بردالعجوز"
"bere","بره"
"berehne","برهنه"
"berekât","برکات"
"bereket","برکت"
"berevât","بروات"
"berf","برف"
"berfîn","برفين"
"berg","برگ"
"bergüzâr","برگذار"
"bergüzide","بركزيده"
"berhâne","برخانه"
"berhayât","برحيات"
"berhürdâr","برخوردار"
"berî","بری"
"berîd","برید"
"berîn","برین"
"berk","برق"
"berkarâr","برقرار"
"berkemâl","بزکمال"
"bermâh","برماه"
"bermûcib-i","برموجب"
"bermu'tâd","برمعتاد"
"bernâ","برنا"
"berpâ","برپا"
"berr","بر"
"berrak","براق"
"berren","برا"
"berrî","بری"
"bersâbık","برسابق"
"bertaraf","برطرف"
"berter","برتر"
"berterîn","برترین"
"bervech-i","بروجه"
"berzah","برزخ"
"berzger","برزگر"
"bes","بس"
"be's","بأس"
"besâ","بسا"
"besâtîn","بساتين"
"besend","بسند"
"besende","بسنده"
"beserüçeşm","بسر و چشم"
"besî","بسی"
"besîm","بسيم"
"beste","بسته"
"bestekâr","بسته کار"
"bestenigâr","بسته نگار"
"beşâret","بشارت"
"beşer","بشر"
"beşere","بشره"
"beşerî","بشری"
"beşeriyyât","بشریات"
"beşeriyyet","بشریت"
"beşîr","بشير"
"beşûş","بشوش"
"beşûşâne","بشوشانه"
"betâet","بطائت"
"beter","بدتر"
"bevl","بول"
"bevlî","بولی"
"bevliyye","بوليه"
"bevvâb","بواب"
"bevvâbîn","بوابين"
"bey","بك"
"bey'","بيع"
"beyâbân","بيابان"
"beyân","بيان"
"beyânât","بيانات"
"beyânnâme","بيان نامه"
"beyâz","بياض"
"beyhûde","بيهوده"
"beyn","بين"
"beynelmilel","بين الملل"
"beyn-i","بين"
"beynülmilel","بين الملل"
"beytâr","بيطار"
"beytullah","بيت الله"
"beytûtet","بيتوتت"
"beytülmal","بيت المال"
"beyzâ","بيضا"
"beyze","بيضه"
"beyzî","بيضی"
"beze","بزه"
"bezekâr","بزه کار"
"bezir","بذر"
"bezirgân","بازرگان"
"bezistân","بزستان"
"bezle","بذله"
"bezlegû","بذله گو"
"bezm","بزم"
"bezmgâh","بزمگاه"
"bezzaz","بزبز"
"bîaman","بی امان"
"bîâr","بی عار"
"bîbahâ","بی بها"
"bîbedel","بی بدل"
"bîbehre","بی بهره"
"bîcâ","بيجا"
"bîcan","بی جان"
"bîçâre","بيچاره"
"bîçâregân","بيچارگان"
"bîçunuçirâ","بی چون و چرا"
"bîd","بيد"
"bîdâd","بيداد"
"bîdâdger","بيدادگر"
"bîdâr","بيدار"
"bîdârbaht","بيداربخت"
"bid'at","بدعت"
"bidâyet","بدایت"
"bîdil","بيدل"
"bîdin","بی دین"
"bîedeb","بی ادب"
"bîeman","بی امان"
"bîendişe","بی اندیشه"
"bîgâne","بيگانه"
"bîgüman","بی گمان"
"bîgünah","بی گناه"
"bîh","بيخ"
"bîhaber","بی خبر"
"bîhadd","بی حد"
"bihakkın","بحق"
"bihamdillah","بحمدالله"
"bihâr","بحار"
"bîhareket","بی حرکت"
"bîhâsıl","بی حاصل"
"bîhayâ","بی حيا"
"bîhayat","بی حيات"
"bihâzelemr","بهذا الامر"
"bihbûd","بهبود"
"bîhemtâ","بی همتا"
"bîhesâb","بی حساب"
"bîhiss","بی حس"
"bihişt","بهشت"
"bîhod","بيخود"
"bihter","بهتر"
"bîhude","بيهده"
"bîinsâf","بی انصاف"
"bîkâr","بيکار"
"bîkarâr","بی قرار"
"bîl","بيل"
"bilâd","بلاد"
"bilâfâsıla","بلافاصله"
"bilâhareket","بلاحرکت"
"bilâhere","بالآخره"
"bilâinkıtâ","بلاانقطاع"
"bilâkayt","بلاقيد"
"bilakis","بالعکس"
"bilâmâni'a","بلامانعه"
"bilâmazeret","بلامعذرت"
"bilâmerhamet","بلامرحمت"
"bilâmühlet","بلامهلت"
"bilâpervâ","بلاپروا"
"bilâşikâyet","بلاشکایت"
"bilâte'ehhür","بلاتأخر"
"bilâtefrik","بلاتفریق"
"bilâtehlike","بلاتهلکه"
"bilâteminat","بلاتأمينات"
"bilâücret","بلاأجرت"
"bilcümle","بالجمله"
"bilfarz","بالفرض"
"bilfiil","بالفعل"
"bilhassa","بالخاصه"
"biliktizâ","بالاقتضا"
"bililtizâm","بالالتزام"
"bilistifade","بالاستفاده"
"bilistihsâl","بالاستحصال"
"biliştirâk","بالاشتراک"
"billûr","بلور"
"bilmecbûriye","بالمجبئریه"
"bilmukabele","بالمقابله"
"bilmünâsebe","بالمناسبه"
"bilmünâvebe","بالمناوبه"
"bilmüzakere","بالمذاکره"
"bilumum","بالعموم"
"bilvâsıta","بالواسطه"
"bîm","بيم"
"bîma'nâ","بی معنی"
"bîmâr","بيمار"
"bîmârân","بيماران"
"bîmecâl","بی مجال"
"bîmekân","بی مکان"
"bîmerhamet","بی مرحمت"
"bîmeze","بی مزه"
"bîmihr","بی مهر"
"bîmisâl","بی مثال"
"bîmuhâbâ","بی محابا"
"bîmübâlât","بی مبالات"
"bîmürüvvet","بی مروت"
"bin","بن"
"binâ","بناء"
"bînâ","بينا"
"binâen","بناء"
"binâenaleyh","بناء عليه"
"bînâm","بينام"
"bînamaz","بی نماز"
"bînasîb","بی نصيب"
"bînazîr","بی نظير"
"bînemek","بی نمک"
"bînevâ","بينوا"
"bînî","بينی"
"bînihaye","بی نهایه"
"binnetice","بالنتيجه"
"binnisbe","بالنسبه"
"bint","بنت"
"bîpâyân","بی پایان"
"bîpervâ","بی پروا"
"bi'r","بئر"
"birâder","برادر"
"bîrahm","بی رحم"
"bîrayb","بی ریب"
"birinc","برنج"
"birişte","برشته"
"birr","بر"
"bîrûn","بيرون"
"biryân","بریان"
"bisât","بساط"
"bîsebat","بی ثبات"
"bîsebeb","بی سبب"
"bîser","بی سر"
"bi'set","بئثت"
"bîst","بيست"
"bister","بستر"
"bîsûd","بی سود"
"bisyâr","بسيار"
"bîşe","بيشه"
"bîşerm","بی شرم"
"bîşuur","بی شعور"
"bîşübhe","بی شبهه"
"bîşümâr","بی شمار"
"bîtâb","بيتاب"
"bîtâbane","بيتابانه"
"bitamâmihâ","بتمامها"
"bîtaraf","بی طرف"
"bîtarafâne","بی طرفانه"
"biti","بيتى"
"bittab'","بالطبع"
"bittafsîl","بالتفصيل"
"bittamâm","بالتمام"
"bi't-tecrübe,ittecrübe", N"بالتجربه"
"bîve","بيوه"
"bîvefâ","بی وفا"
"bîvezen","بيوه زن"
"bîzâr","بيزار"
"bizâtihi","بذاته"
"bizzarûre","بالضروره"
"bostân","بوستان"
"bu'd","بعد"
"bûd","بود"
"bu'diyet","بعدیت"
"buğrâ","بغرا"
"buhalâ","بخلا"
"buhar","بخار"
"buhâr","بخار"
"buhl","بخل"
"buhrân","بحران"
"buht","بهت"
"buhûr","بخور"
"buhurdan","بخوردان"
"buk'a","بقعه"
"buk'avî","بقعوی"
"bûmehen","بومهن"
"bûr","بور"
"burc","برج"
"burhan","برهان"
"bûriya","بوریا"
"burûc","بروج"
"burûdet","برودت"
"bûse","بوسه"
"bûstân","بوستان"
"bûte","بوته"
"bûtimar","بوتيمار"
"butlân","بطلان"
"butûn","بطون"
"bûy","بوی"
"bûydâr","بویدار"
"bûzîne","بوزینه"
"bühtân","بهتان"
"bükâ","بکاء"
"bülaceb","بوالعجب"
"büldân","بلدان"
"büleğâ","بلغاء"
"bülend","بلند"
"bülendbâlâ","بلندبالا"
"bülendpervâz","بلندپرواز"
"bülheves","بوالهوس"
"bülûğ","بلوغ"
"bün","بن"
"bünyâd","بنياد"
"bünye","بنيه"
"bünyeviyat","بنيویات"
"bürdbâr","بردبار"
"bürde","برده"
"bürhân","برهان"
"bürîde","بریده"
"bürka","برقع"
"bürnâ","برنا"
"bürrân","بران"
"bürûdet","برودت"
"bürûz","بروز"
"büstân","بستان"
"büşrâ","بشرا"
"büt","بت"
"büthâne","بت خانه"
"bütperest","بت پرست"
"bütûn","بطون"
"büyût","بيوت"
"büz","بز"
"büzdil","بزدل"
"büzûr","بذور"
"büzürg","بزرگ"
"büzürgân","بزرگان"
"büzürgzâde","بزرگ زاده"
"câ","جا"
"câbecâ","جابجا"
"câbir","جابر"
"câdde","جاده"
"câdû","جادو"
"câdûger","جادوگر"
"câh","جاه"
"câhid","جاهد"
"câhil","جاهل"
"câhilâne","جاهلانه"
"câiz","جائز"
"câize","جائزه"
"ca'l","جعل"
"ca'lî","جعلی"
"câlib","جالب"
"câm","جام"
"câme","جامه"
"câmedân","جامه دان"
"câmegî","جامگی"
"câmeşûy","جامه شوی"
"câmi'","جامع"
"câmia","جامعه"
"câmid","جامد"
"câmûs","جاموس"
"cân","جان"
"cânâ","جانا"
"cânân","جانان"
"cânâne","جانانه"
"cânbâz","جانباز"
"cândâr","جاندار"
"canefşân","جان افشان"
"cânefzâ","جان افزا"
"cânfersâ","جان فرسا"
"cânfeşân","جان فشان"
"cânfezâ","جان فزا"
"cângüdâz","جان گداز"
"canhıraş","جان خراش"
"cânib","جانب"
"cânişin","جانشين"
"cânnisâr","جان نثار"
"cânsipâr","جان سپار"
"cânsiperâne","جان سپرانه"
"cânsitân","جان ستان"
"cânver","جان ور"
"câr","جار"
"cârî","جارِ"
"câriha","جارحه"
"câriye","جاریه"
"cârû","جارو"
"cârûb","جاروب"
"câsûsî","جاسوسی"
"câvid","جاود"
"câvidân","جاودان"
"cây","جای"
"câygâh","جایگاه"
"câyi'","جایع"
"câynişîn","جاینشين"
"câzib","جاذب"
"câzibe","جاذبه"
"cazibedar","جاذبه دار"
"câzibiyyet","جاذبيت"
"cebâbire","جبابره"
"cebânet","جبانت"
"cebbâr","جبار"
"cebbârî","جباری"
"cebel","جبل"
"cebhe","جبهه"
"cebîn","جبين"
"cebr","جبر"
"cebren","جبرا"
"cebrî","جبری"
"cedâvil","جداول"
"cedd","جد"
"cedel","جدل"
"cedelî","جدلی"
"cedî","جدی"
"cedîd","جدید"
"cedîde","جدیده"
"cedvel","جدول"
"cefâ","جفا"
"cefâcû","جفاجو"
"cefâdîde","جفادیده"
"cefâkâr","جفاکار"
"cefâkârî","جفاکاری"
"cefâkeş","جفاکش"
"cefâpîşe","جفاپيشه"
"cefcâf","جفجاف"
"ceffelkalem","جف القلم"
"cefr","جفر"
"cehâlet","جهالت"
"cehd","جهد"
"cehele","جهله"
"cehennemî","جهنمی"
"cehl","جهل"
"cehren","جهرا"
"celâdet","جلادت"
"celâl","جلال"
"celb","جلب"
"celbnâme","جلب نامه"
"celeb","جلب"
"celesât","جلسات"
"celîl","جليل"
"celîs","جليس"
"cellâd","جلاد"
"cellâdî","جلادی"
"celse","جلسه"
"cem'","جمع"
"cemâat","جماعت"
"cemâd","جماد"
"cemâdât","جمادات"
"cemâhîr","جماهير"
"cemâl","جمال"
"cem'an","جمعا"
"cemel","جمل"
"cemî'","جميع"
"cemî'an","جميعا"
"cemil","جميل"
"cemîle","جميله"
"cemiyet","جمعيت"
"cem'iyyât","جمعيات"
"cem'iyyet","جمعيت"
"cemm","جم"
"cenâb","جناب"
"cenâbet","جنابت"
"cenâh","جناح"
"cenb","جنب"
"cendere","جندره"
"ceng","جنگ"
"cengâver","جنگاور"
"cengâverî","جنگاوری"
"cengcû","جنگجو"
"cengel","جنگل"
"cennât","جنات"
"cennet","جنت"
"cennetmekân","جنت مکان"
"cenûb","جنوب"
"cenûbî","جنوبی"
"cerâd","جراد"
"cerâhat","جراحت"
"cerâid","جرائد"
"cerâim","جرائم"
"cerbeze","جربزه"
"ceres","جرس"
"cereyân","جریان"
"cerge","جرگه"
"cerh","جرح"
"cerîde","جریده"
"cerîha","جریحه"
"cerîme","جریمه"
"cerrâh","جراح"
"cerrâhî","جراحی"
"cesâmet","جسامت"
"cesâret","جسارت"
"cesîm","جسيم"
"cesîmülcüsse","جسيم الجثه"
"cesûr","جسور"
"cev","جو"
"cevâb","جواب"
"cevâben","جوابا"
"cevâd","جواد"
"cevâhir","جواهر"
"cevâmi'","جوامع"
"cevâmid","جوامد"
"cevâmîs","جواميس"
"cevân","جوان"
"cevânib","جوانب"
"cevârî","جواری"
"cevâz","جواز"
"cevdet","جودت iyilik"
"cevelân","جولان"
"cevelângâh","جولانگاه"
"cevf","جوف"
"cevher","جوهر"
"cevherfürûş","جوهرفروش"
"cevherî","جوهری"
"cevîn","جوین"
"cevir","جور"
"cevr","جور"
"cevşen","جوشن"
"cevv","جو"
"cevvâl","جوال"
"cevvî","جوی"
"cevzâ","جوزاء"
"ceyb","جيب"
"ceyş","جيس"
"ceyyid","جيد"
"cezâ","جزاء"
"cezâir","جزائر"
"cezâlet","جزالت"
"cezb","جذب"
"cezbe","جذبه"
"cezer","جزر"
"cezîre","جزیره"
"cezm","جزم"
"cezzâb","جذاب"
"cibâl","جبال"
"cibillet","جبلت"
"cibilliyet","جبليت"
"cibilliyetsiz","جبلتسز"
"cidâl","جدال"
"cidâlcû","جدال جو"
"cidâr","جدار"
"cidden","جدا"
"ciddî","جدی"
"ciddiyyet","جدیت"
"cîfe","جيفه"
"ciger","جگر"
"cigergûşe","جگرگوشه"
"cigerpâre","جگرپاره"
"cigersûz","جگرسوز"
"cihâd","جهاد"
"cihân","جهان"
"cihânâferîn","جهان آفرین"
"cihandar","جهاندار"
"cihandîde","جخان دیده"
"cihangîr","جهانگير"
"cihangîrî","جهانگيری"
"cihângüşâ","جهانگشا"
"cihânî","جهانی"
"cihannüma","جهان نما"
"cihâr","چهار"
"cihâren","جهارا"
"cihât","جهات"
"cihâz","جهاز"
"cihet","جهت"
"cilâ","جلاء"
"cilâdar","جلادار"
"cild","جلد"
"cilve","جلوه"
"cilvegâh","جلوه گاه"
"cilveger","جلوه گر"
"cilvesâz","جلوه ساز"
"cimâ'","جماع"
"cinâ'î","جنائی"
"cinân","جنان"
"cinayetkâr","جنایتکار"
"cinâze","جنازه"
"cindar","جندار"
"cinnet","جنت"
"cins","جنس"
"cinsî","جنسی"
"cirm","جرم"
"cism","جسم"
"cismânî","جسمانی"
"cismen","جسما"
"cisr","جسر"
"civan","جوان"
"civânân","جوانان"
"civanbaht","جوان بخت"
"civânî","جوانی"
"civânmerd","جوانمرد"
"civâr","جوار"
"cîve","جيوه"
"cizye","جزیه"
"cû'","جوش"
"cûce","جوجه"
"cûd","جود"
"cuğd","جغد"
"cûlâh","جولاه"
"cum'a","جمعه"
"cumhûr","جمهور"
"cumhûrî","جمهوری"
"cumhûriyyet","جمهوریت"
"cûş","جوش"
"cûşâcûş","جوشاجوش"
"cûşân","جوشان"
"cûşiş","جوشش"
"cûybâr","جویبار"
"cûyende","جوینده"
"cübn","جبن"
"cüdâ","جدا"
"cüdâyî","جدایی"
"cüdrân","جدران"
"cüft","جفت"
"cüfte","جفته"
"cühelâ","جهلاء"
"cühhâl","جهال"
"cüllâh","جلاه"
"cülûs","جلوس"
"cülûsiyye","جلوسيه"
"cümcüme","جمجمه"
"cümel","جمل"
"cümle","جمله"
"cümleten","جملة"
"cümûd","جمود"
"cümûdiyye","جمودیه"
"cünbân","جنبان"
"cünbiş","جنبش"
"cünd","جند"
"cündî","جندی"
"cünha","جنحه"
"cünûd","جنود"
"cürm","جرم"
"cürûf","جروف"
"cüsse","جثه"
"cüstücû","جست و جو"
"cüvâl","جوال"
"cüz'","جزء"
"cüzâm","جذام"
"cüzdan","جزئدان"
"cüz'î","جزئی"
"cüz'iyyât","جزئيات"
"çâbük","چابک"
"çâbükî","چابکی"
"çâbükpâ","چابک پا"
"çâbükrev","چابک رو"
"çâbüksüvar","چابک سوار"
"çâder","چادر"
"çâdernişin","چادرنشين"
"çadır","چادر"
"çağz","چغز"
"çâh","چاه"
"çâk","چاک"
"çâkâçâk","چاکاچاک"
"çâker","چاکر"
"çâkerî","چاکری"
"çâkûç","چاکوچ"
"çâlâk","چالاک"
"çâlâkî","چالاکی"
"çâlik","چاليک"
"çâlpâre","چارپاره"
"çâme","چامه"
"çâne","چانه"
"çâpâr","چاپار"
"çâplûs","چاپلوس"
"çârçûbe","چارچوبه"
"çardak","چارطاق"
"çârdeh","چارده"
"çâre","چاره"
"çârecû","چاره جو"
"çâresâz","چاره ساز"
"çâresâzî","چاره سازی"
"çârgâh","چارگاه"
"çârgûşe","چارگوشه"
"çarh","چرخ"
"çarmıh","چارميخ"
"çârnâçâr","چارناچار"
"çârpâ","چارپا"
"çârşeb","چارشب"
"çârşenbe","چارشنبه"
"çârtâk","چارطاق"
"çârüm","چارم"
"çâryâr","چاریار"
"çâşni","چاشنی"
"çâşnigîr","چاشنی گير"
"çâşt","چاشت"
"çay","چاى"
"çeğâle","چغاله"
"çeh","چه"
"çehâr","چهار"
"çehre","چهره"
"çehreperdâz","چهره پرداز"
"çekâçâk","چکاچاک"
"çekîde","چکيده"
"çekûç","چکوچ"
"çelîpâ","چليپا"
